Income_Category,Card_Category,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio,Actual_Churn,Predicted_Churn,Churn_Probability,Churn_Probability_%,Predicted_Status,High_Risk,Risk_Category,High_Value,High_Value_At_Risk
0,0,0,0,0,1,0,0,1,0,0,56,0,1,36,6,0.615,0.353,0.805,3,51.54347826,0.194860814,0.805139186,0.166666667,0.166666667,1,0,0.311711463,31.17,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,1,0,0,47,1,2,32,3,0.781,0.726,0.407,2.666666667,137.8598131,0.593180635,0.406819365,0.166666667,0.416666667,0,0,0.005017247,0.5,Retained,0,Lower Risk,0,0
3,1,0,0,0,0,1,0,1,0,0,44,1,4,25,3,0.734,0.758,0.057,2.083333333,123.5775862,0.942519411,0.057480589,0.083333333,0.083333333,0,0,0.004749769,0.47,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,0,1,0,0,41,1,3,28,1,0.625,0.722,0.047,2.333333333,140.6774194,0.953152161,0.046847839,0.25,0.083333333,0,0,0.021031742,2.1,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,35,0,2,36,3,1.071,0.903,0,3,53.13559322,1,0,0.25,0.083333333,0,0,0.012237346,1.22,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,0,1,0,38,1,2,20,6,0.418,0.641,0.113,1.666666667,59.5625,0.886700398,0.113299602,0.25,0.083333333,0,0,0.036260876,3.63,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,40,1,3,32,5,0.836,0.568,0.912,2.666666667,52.11594203,0.088281869,0.911718131,0.166666667,0.083333333,0,0,0.023309174,2.33,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,33,1,2,28,4,1.019,0.722,0.064,2.333333333,38.5483871,0.936113219,0.063886781,0.166666667,0.166666667,0,0,0.014302929,1.43,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,0,1,55,0,0,39,4,0.659,0.964,0.179,3.25,70.58181818,0.821139657,0.178860343,0.25,0.25,0,0,0.064692758,6.47,Retained,0,Lower Risk,0,0
2,1,0,0,0,0,1,0,0,1,0,32,1,1,36,2,0.942,0.654,0.043,3,111.0447761,0.957372964,0.042627036,0.083333333,0.25,0,0,0.202176269,20.22,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,30,0,0,18,5,0.705,0.7,0.237,1.5,107.2352941,0.76302641,0.23697359,0.083333333,0.083333333,1,0,0.03088265,3.09,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,52,0,0,36,5,0.874,0.909,0.432,3,59.0952381,0.567599527,0.432400473,0.166666667,0.083333333,0,0,0.002725757,0.27,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,43,1,5,38,2,0.713,0.361,0,3.166666667,48.75510204,1,0,0.416666667,0.25,1,1,0.995766853,99.58,Churn,1,High Risk,0,0
4,0,0,0,1,0,0,0,0,1,0,48,1,4,40,2,0.904,0.544,0.064,3.333333333,84.125,0.935584244,0.064415756,0.25,0.25,0,0,0.486433697,48.64,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,1,0,0,50,1,2,43,2,0.837,0.642,0.027,3.583333333,84.57471264,0.972957844,0.027042156,0.083333333,0.166666667,0,0,0.041178756,4.12,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,37,0,4,30,4,0.992,0.882,0.737,2.5,51.28125,0.263388938,0.736611062,0.25,0.333333333,0,0,0.014520856,1.45,Retained,0,Lower Risk,0,0
1,1,0,0,0,0,1,0,0,0,0,45,0,2,40,5,0.732,0.842,0.074,3.333333333,77.11428571,0.925625594,0.074374406,0.166666667,0.166666667,0,0,0.013855151,1.39,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,1,0,0,49,1,4,36,2,0.568,0.643,0.044,3,61.86956522,0.955639842,0.044360158,0.25,0.25,0,0,0.26108763,26.11,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,55,1,3,35,4,0.716,0.605,0,2.916666667,51.07246377,1,0,0.333333333,0.083333333,0,0,0.088429533,8.84,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,36,0,1,36,6,0.691,0.75,0.412,3,42.30357143,0.588456508,0.411543492,0.083333333,0.25,0,0,0.025677721,2.57,Retained,0,Lower Risk,0,0
1,0,1,0,0,0,0,0,0,1,0,44,0,2,25,4,1.224,0.857,0,2.083333333,65.35384615,1,0,0.166666667,0.25,0,0,0.015501764,1.55,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,1,0,0,50,0,3,40,1,0.769,0.517,0.519,3.333333333,62.16483516,0.481140481,0.518859519,0.25,0.25,0,1,0.575585275,57.56,Churn,1,High Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,53,1,2,47,6,1.178,0.407,0.1,3.916666667,46.65789474,0.899696707,0.100303293,0,0.25,0,0,0.01756936,1.76,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,0,1,0,52,1,5,36,2,0.754,0.855,0.093,3,141.373913,0.907430837,0.092569163,0.166666667,0.25,0,0,0.031377346,3.14,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,44,1,2,36,6,0.542,0.538,0,3,65.8,1,0,0.083333333,0.25,0,0,0.20311142,20.31,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,1,46,0,3,39,4,0.915,0.854,0.313,3.25,61.30263158,0.686634557,0.313365443,0.166666667,0.083333333,0,0,0.001916839,0.19,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,43,1,3,35,3,0.647,0.458,0.097,2.916666667,53,0.903043171,0.096956829,0.166666667,0.25,0,0,0.419875215,41.99,Retained,0,Lower Risk,0,0
1,1,0,0,1,0,0,0,0,1,0,46,0,3,40,4,0.531,0.6,0.092,3.333333333,79.95833333,0.908430322,0.091569678,0.083333333,0.25,0,0,0.055346064,5.53,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,49,1,4,39,6,1.002,0.543,0.253,3.25,61.08450704,0.746957965,0.253042035,0.333333333,0.083333333,0,0,0.019514653,1.95,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,60,0,1,36,3,0.901,0.946,0.276,3,61.01388889,0.724329793,0.275670207,0.25,0.333333333,0,0,0.056319134,5.63,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,51,0,2,36,5,0.651,0.75,0.871,3,48.37362637,0.129047849,0.870952151,0.25,0.25,0,0,0.151853538,15.19,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,1,0,0,53,1,3,40,2,0.801,0.767,0,3.333333333,57.23684211,1,0,0.25,0.166666667,0,0,0.275586355,27.56,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,50,0,4,36,1,0.598,0.875,0.721,3,57.46666667,0.279231398,0.720768602,0.083333333,0.25,0,0,0.038531442,3.85,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,0,1,55,0,1,36,5,0.985,0.75,0.773,3,64.41558442,0.227440147,0.772559853,0.083333333,0.166666667,0,0,0.005993254,0.6,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,41,1,3,23,5,0.735,0.744,0,1.916666667,64.94117647,1,0,0.333333333,0.166666667,0,0,0.174910814,17.49,Retained,0,Lower Risk,0,0
3,3,0,1,0,0,0,0,0,0,1,48,1,3,41,3,0.862,1.071,0.044,3.416666667,39.86206897,0.955643759,0.044356241,0.166666667,0.166666667,0,0,0.021971879,2.2,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,1,0,0,56,1,3,36,5,0.642,0.526,0,3,31.13793103,1,0,0.083333333,0.083333333,1,0,0.088299686,8.83,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,59,1,2,49,6,0.605,0.628,0.132,4.083333333,63.17142857,0.868305531,0.131694469,0.166666667,0.25,0,0,0.025121839,2.51,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,58,0,2,53,3,0.613,0.481,0,4.416666667,60.3,1,0,0.166666667,0,1,1,0.953836981,95.38,Churn,1,High Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,50,0,1,33,6,1,0.7,0.373,2.75,55,0.626582278,0.373417722,0.333333333,0.333333333,0,0,0.041802386,4.18,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,56,0,2,43,5,0.737,0.756,0.547,3.583333333,61.13924051,0.452826253,0.547173747,0.166666667,0.25,0,0,0.034436848,3.44,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,43,1,3,39,5,0.702,0.682,0.122,3.25,54.45945946,0.877598966,0.122401034,0.416666667,0.25,0,0,0.093476662,9.35,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,44,0,3,40,6,1.107,0.511,0.897,3.333333333,55.92647059,0.103046595,0.896953405,0.166666667,0.166666667,0,0,0.053728316,5.37,Retained,0,Lower Risk,0,0
0,1,0,1,0,0,0,0,0,1,0,54,0,3,48,1,0.918,0.316,0,4,98.18,1,0,0.166666667,0.416666667,1,1,0.992158237,99.22,Churn,1,High Risk,0,0
3,0,0,0,1,0,0,0,1,0,0,52,1,2,43,4,0.917,0.893,0.049,3.583333333,54.0754717,0.951436432,0.048563568,0.333333333,0.25,0,0,0.031447819,3.14,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,38,0,2,33,2,1.009,0.931,0.501,2.75,73.67857143,0.498637602,0.501362398,0.166666667,0.083333333,0,0,0.027211147,2.72,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,0,0,1,0,58,1,1,49,3,0.653,0.683,0,4.083333333,50.68115942,1,0,0.166666667,0.25,0,0,0.190821063,19.08,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,43,0,3,36,1,0.818,0.667,0.242,3,73.58461538,0.758175105,0.241824895,0.25,0.25,0,0,0.145204649,14.52,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,42,1,2,31,2,0.791,0.736,0,2.583333333,109.424,1,0,0.083333333,0.25,0,0,0.222223988,22.22,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,39,0,2,36,4,0.789,0.783,0.182,3,43.75609756,0.817934783,0.182065217,0.333333333,0.25,0,0,0.075104865,7.51,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,56,0,1,36,2,0.637,0.882,0.223,3,102.4453125,0.777433114,0.222566886,0.166666667,0.083333333,0,0,0.010129714,1.01,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,0,1,0,55,1,3,35,3,0.309,0.36,0.094,2.916666667,47.79411765,0.90600028,0.09399972,0.25,0.25,1,1,0.735281374,73.53,Churn,1,High Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,46,0,4,36,4,0.855,0.667,0,3,44.575,1,0,0.166666667,0.166666667,0,0,0.147243039,14.72,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,44,0,2,39,4,0.847,0.614,0.456,3.25,62.97183099,0.544385655,0.455614345,0.166666667,0.083333333,0,0,0.010854675,1.09,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,35,0,2,23,6,0.925,1.219,0.562,1.916666667,58.6056338,0.438498058,0.561501942,0.25,0.25,0,0,0.015064614,1.51,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,1,0,53,0,5,38,3,0.367,0.469,0,3.166666667,41.17021277,1,0,0.25,0.166666667,1,1,0.945585671,94.56,Churn,1,High Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,37,0,3,27,6,1.139,0.6,0.803,2.25,49.46875,0.196500673,0.803499327,0.25,0.083333333,0,0,0.00776719,0.78,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,0,1,49,0,2,36,6,0.782,0.929,0.122,3,55.60493827,0.87839851,0.12160149,0.083333333,0.25,0,0,0.01523491,1.52,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,51,0,2,43,3,0.748,0.51,0.856,3.583333333,56.46753247,0.144495413,0.855504587,0.25,0.083333333,0,0,0.139606688,13.96,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,57,0,3,51,5,0.886,0.706,0,4.25,62.12643678,1,0,0,0.083333333,0,0,0.012624369,1.26,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,1,0,0,59,1,0,47,5,0.399,0.391,0.398,3.916666667,42.9375,0.601586333,0.398413667,0.166666667,0.083333333,0,0,0.011566758,1.16,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,44,0,2,26,6,0.691,0.6,0.743,2.166666667,54.9875,0.257142857,0.742857143,0.083333333,0.25,0,0,0.033093745,3.31,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,50,0,0,43,6,0.628,0.667,0.728,3.583333333,69.09230769,0.271910112,0.728089888,0.166666667,0.333333333,0,0,0.074901435,7.49,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,40,0,3,27,5,0.779,0.783,0,2.25,50.08536585,1,0,0.166666667,0.333333333,0,0,0.032430275,3.24,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,1,0,0,40,1,3,27,5,0.572,0.56,0,2.25,54.05128205,1,0,0.166666667,0.25,1,0,0.296848662,29.68,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,0,1,0,0,52,1,3,33,3,0.426,0.667,0.037,2.75,57.08,0.963316637,0.036683363,0.333333333,0.25,0,0,0.244225148,24.42,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,63,1,0,51,3,0.631,0.361,0,4.25,48.87755102,1,0,0.25,0.25,1,1,0.747809822,74.78,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,46,0,4,39,4,0.553,0.591,0.204,3.25,50.48571429,0.795594837,0.204405163,0.25,0.166666667,0,0,0.140100358,14.01,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,50,0,4,36,4,0.399,0.789,0.288,3,66.02941176,0.711832947,0.288167053,0.166666667,0.166666667,0,0,0.036725152,3.67,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,0,0,0,0,0,49,1,4,41,3,0.657,1,0.168,3.416666667,55.93103448,0.831987751,0.168012249,0.083333333,0.083333333,0,0,0.001369009,0.14,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,1,0,0,40,1,4,29,3,0.503,0.457,0.13,2.416666667,34.47058824,0.869579082,0.130420918,0.166666667,0.25,1,0,0.172309777,17.23,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,1,0,0,50,1,4,35,6,0.392,0.459,0.095,2.916666667,38.55555556,0.904986836,0.095013164,0.416666667,0.083333333,1,0,0.041499336,4.15,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,1,0,50,0,1,46,6,0.662,0.571,0.75,3.833333333,56.65909091,0.250253807,0.749746193,0.25,0.333333333,1,0,0.466987208,46.7,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,40,1,1,23,6,0.73,0.611,0.197,1.916666667,51,0.80286123,0.19713877,0.166666667,0.25,0,0,0.026508723,2.65,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,0,1,0,1,0,61,1,0,46,6,0.82,1.056,0.25,3.833333333,107.7837838,0.750107527,0.249892473,0.25,0.25,1,1,0.508870055,50.89,Churn,1,High Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,55,1,1,44,6,0.652,0.529,0.699,3.666666667,57.11538462,0.300506213,0.699493787,0.333333333,0.166666667,0,0,0.06321191,6.32,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,1,0,40,1,3,36,5,0.74,0.864,0,3,57.91463415,1,0,0.25,0.25,0,0,0.118188129,11.82,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,47,0,3,43,4,0.814,0.484,0.099,3.583333333,34.63043478,0.900912937,0.099087063,0.166666667,0.25,0,0,0.281063078,28.11,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,57,0,1,45,5,0.515,0.837,0,3.75,44.62025316,1,0,0.333333333,0.166666667,0,0,0.195786921,19.58,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,53,0,3,43,4,0.601,0.955,0.501,3.583333333,53.55813953,0.498713759,0.501286241,0.25,0.166666667,0,0,0.025555177,2.56,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,1,0,0,1,0,42,1,3,35,2,0.807,0.854,0.173,2.916666667,47.13483146,0.826756946,0.173243054,0.25,0.25,0,0,0.345381204,34.54,Retained,0,Lower Risk,0,0
0,1,0,0,0,0,0,1,0,1,0,46,0,4,34,1,0.803,0.849,0.043,2.833333333,140.3367347,0.956515321,0.043484679,0.25,0.166666667,0,0,0.05420326,5.42,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,46,1,5,41,1,0.636,0.73,0.43,3.416666667,66.28125,0.57000511,0.42999489,0.166666667,0.25,0,0,0.032184277,3.22,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,26,0,0,13,3,0.671,0.462,0.222,1.083333333,44.98245614,0.777756173,0.222243827,0.333333333,0.25,0,0,0.069791578,6.98,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,54,1,3,44,3,0.766,0.675,0,3.666666667,68.97014925,1,0,0.25,0.25,0,0,0.218495404,21.85,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,47,0,2,35,3,0.712,0.895,0.543,2.916666667,48.40277778,0.456856427,0.543143573,0.166666667,0.25,0,0,0.043803643,4.38,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,0,1,0,52,1,3,46,4,1.031,1.2,0,3.833333333,55.24242424,1,0,0.166666667,0.083333333,0,0,0.03129696,3.13,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,51,1,3,46,1,0.817,0.768,0.121,3.833333333,90.04040404,0.878538037,0.121461963,0.083333333,0.25,0,0,0.02210298,2.21,Retained,0,Lower Risk,0,0
2,1,0,0,1,0,0,0,0,0,1,44,1,2,39,1,0.686,0.72,0.046,3.25,87.10465116,0.953615714,0.046384286,0.25,0.166666667,0,0,0.025334331,2.53,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,1,0,0,39,1,4,25,6,1.568,1.167,0,2.083333333,80.38461538,1,0,0.25,0.166666667,0,0,0.394549763,39.45,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,0,0,62,1,0,56,1,0.74,0.704,0.412,4.666666667,87.82608696,0.587579879,0.412420121,0.25,0.25,0,0,0.03966556,3.97,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,48,1,5,35,4,0.662,0.867,0.262,2.916666667,58.32142857,0.73765227,0.26234773,0.25,0.25,0,0,0.029745372,2.97,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,48,0,2,37,4,0.58,0.884,0,3.083333333,58.77777778,1,0,0.083333333,0.166666667,0,0,0.026819989,2.68,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,1,0,0,43,1,3,32,3,0.558,0.605,0.12,2.666666667,55.69565217,0.880350274,0.119649726,0.25,0.083333333,0,0,0.025798954,2.58,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,1,0,1,0,0,46,1,4,35,3,0.971,0.765,0.171,2.916666667,29.83333333,0.828833752,0.171166248,0.166666667,0.166666667,0,0,0.038965015,3.9,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,1,0,0,1,0,42,1,3,30,4,0.558,0.61,0.156,2.5,48.8030303,0.844133944,0.155866056,0.25,0.166666667,0,0,0.095709503,9.57,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,52,1,4,45,2,0.846,0.688,0.074,3.75,99.62962963,0.92626788,0.07373212,0.25,0.166666667,0,0,0.097689429,9.77,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,30,0,0,36,5,0.582,0.788,0,3,43.38983051,1,0,0.25,0.25,1,0,0.290824912,29.08,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,0,0,1,54,1,1,46,4,0.751,0.789,0.403,3.833333333,58.64705882,0.597215554,0.402784446,0.333333333,0.083333333,0,0,0.004577625,0.46,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,0,1,41,0,2,36,4,0.594,0.721,0.522,3,51.31081081,0.47806774,0.52193226,0.166666667,0.083333333,0,0,0.006035911,0.6,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,35,1,2,36,5,0.862,0.6,0,3,62.05,1,0,0.25,0.25,1,0,0.348034573,34.8,Retained,0,Lower Risk,0,0
4,0,0,0,0,1,0,0,1,0,0,57,1,4,51,4,0.709,0.649,0,4.25,31.44262295,1,0,0.25,0.166666667,0,0,0.151588953,15.16,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,0,0,45,0,3,41,1,0.768,0.654,0,3.416666667,51.48837209,1,0,0.25,0.25,1,1,0.564288367,56.43,Churn,1,High Risk,0,0
1,0,0,0,0,1,0,0,0,0,1,47,0,3,36,6,0.85,0.634,0.331,3,68.62686567,0.668509676,0.331490324,0.166666667,0.083333333,0,0,0.006398867,0.64,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,1,0,0,41,1,4,29,4,0.864,0.775,0.207,2.416666667,54.26760563,0.792907685,0.207092315,0.083333333,0.166666667,0,0,0.00847095,0.85,Retained,0,Lower Risk,0,0
4,0,0,0,1,0,0,0,1,0,0,42,1,3,36,3,1.41,0.649,0.071,3,58.14754098,0.929369388,0.070630612,0.166666667,0.083333333,0,0,0.003375934,0.34,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,46,0,5,38,4,0.877,0.75,0.862,3.166666667,50.92307692,0.138263666,0.861736334,0.166666667,0.416666667,0,0,0.017297683,1.73,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,45,0,2,37,4,1.301,0.966,0,3.083333333,48.43859649,1,0,0.333333333,0.166666667,0,0,0.016045073,1.6,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,34,0,3,21,2,0.789,1,0,1.75,48.26785714,1,0,0.166666667,0.166666667,1,0,0.282666508,28.27,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,0,1,0,37,0,1,32,4,0.812,0.659,0,2.666666667,60.60273973,1,0,0.25,0.166666667,0,0,0.150179366,15.02,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,1,0,35,0,3,27,2,0.62,0.843,0,2.25,53.40425532,1,0,0.25,0.166666667,0,0,0.344932766,34.49,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,1,0,0,49,1,2,32,4,0.982,1.35,0.027,2.666666667,78.21276596,0.972923033,0.027076967,0.25,0.083333333,0,0,0.103312612,10.33,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,1,0,0,52,0,0,46,6,0.769,0.8,0,3.833333333,69.88888889,1,0,0.25,0.333333333,1,0,0.298838335,29.88,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,51,0,3,46,4,1.202,0.703,0.552,3.833333333,49.23809524,0.448102679,0.551897321,0.25,0.083333333,0,0,0.003386577,0.34,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,53,0,1,36,5,0.445,1,0.52,3,74.40909091,0.479958678,0.520041322,0.25,0.083333333,0,0,0.005193913,0.52,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,1,0,0,38,1,2,18,6,1.158,1.3,0.679,1.5,53.19565217,0.320902394,0.679097606,0.166666667,0.083333333,0,0,0.00082862,0.08,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,44,0,2,26,2,0.881,0.735,0.513,2.166666667,62.78823529,0.486540379,0.513459621,0.25,0.083333333,0,0,0.076177141,7.62,Retained,0,Lower Risk,0,0
3,1,0,1,0,0,0,0,0,1,0,42,1,4,38,2,0.86,0.717,0.066,3.166666667,82.54368932,0.934146483,0.065853517,0.25,0.083333333,0,0,0.021171102,2.12,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,0,1,42,1,3,38,6,0.949,0.767,0.045,3.166666667,60.93421053,0.955045017,0.044954983,0.083333333,0.083333333,0,0,0.002033676,0.2,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,0,0,1,0,46,1,2,38,2,0.451,0.6,0,3.166666667,44,1,0,0.166666667,0.25,1,1,0.880693967,88.07,Churn,1,High Risk,0,0
3,0,0,0,0,0,0,1,0,1,0,50,1,2,38,2,0.745,0.878,0.074,3.166666667,109.5584416,0.926099539,0.073900461,0.083333333,0.25,0,0,0.058764768,5.88,Retained,0,Lower Risk,0,0
3,0,1,0,0,0,0,0,1,0,0,48,1,3,41,3,0.715,0.769,0,3.416666667,61.97101449,1,0,0.333333333,0.25,0,0,0.155731727,15.57,Retained,0,Lower Risk,0,0
0,1,0,0,0,0,0,1,0,1,0,31,0,1,36,4,0.791,1.069,0,3,36.38333333,1,0,0.166666667,0.25,0,0,0.041266424,4.13,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,44,0,0,34,1,0.637,0.743,0.14,2.833333333,117.9147287,0.859647189,0.140352811,0.25,0.25,0,0,0.093451618,9.35,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,44,0,3,34,4,0.742,0.5,0.555,2.833333333,60.48888889,0.445482866,0.554517134,0.083333333,0.25,1,0,0.290426674,29.04,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,1,0,0,44,1,4,30,5,0.971,0.882,0.319,2.5,36.09375,0.681275407,0.318724593,0.166666667,0.083333333,0,0,0.003326635,0.33,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,1,0,0,48,1,3,35,6,0.857,0.714,0,2.916666667,70.85,1,0,0.333333333,0.25,0,0,0.326658795,32.67,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,53,0,3,48,6,0.557,0.545,0.457,4,33.97058824,0.543173862,0.456826138,0.25,0.083333333,0,0,0.031666902,3.17,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,1,0,34,0,2,13,5,0.946,0.763,0,1.083333333,38.1641791,1,0,0.166666667,0.083333333,0,0,0.026929356,2.69,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,31,0,1,18,3,0.752,0.806,0.53,1.5,108.661157,0.47043248,0.52956752,0.25,0.083333333,0,0,0.186068748,18.61,Retained,0,Lower Risk,0,0
