Income_Category,Card_Category,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Churn,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,1.0,27.0,6.0,0.7140000000000001,0.75,0.942,2.25,48.44444444444444,0.058361391694725,0.941638608305275,0.1666666666666666,0.0833333333333333
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,54.0,1.0,4.0,36.0,3.0,0.294,0.172,0.2339999999999999,3.0,45.38235294117647,0.7656814230306273,0.2343185769693727,0.1666666666666666,0.3333333333333333
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,4.0,33.0,5.0,0.479,0.634,0.057,2.75,64.38805970149254,0.9434892463178652,0.0565107536821347,0.25,0.0833333333333333
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,1.0,2.0,34.0,3.0,1.0,0.727,0.128,2.833333333333333,58.92105263157895,0.871847200418629,0.128152799581371,0.0833333333333333,0.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0,1.0,2.0,37.0,5.0,0.579,0.674,0.423,3.083333333333333,56.79166666666666,0.577347143334447,0.4226528566655529,0.25,0.0833333333333333
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,1.0,2.0,40.0,3.0,0.797,0.7390000000000001,0.748,3.333333333333333,44.8875,0.2519756838905775,0.7480243161094224,0.3333333333333333,0.1666666666666666
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,3.0,39.0,4.0,1.003,0.6409999999999999,0.217,3.25,41.90625,0.7832856120257695,0.2167143879742304,0.3333333333333333,0.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,4.0,36.0,4.0,0.7020000000000001,0.923,0.0,3.0,56.28,1.0,0.0,0.1666666666666666,0.0833333333333333
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,1.0,2.0,41.0,3.0,0.6509999999999999,0.882,0.669,3.4166666666666665,50.1875,0.3306581059390048,0.6693418940609952,0.4166666666666667,0.1666666666666666
2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,1.0,2.0,38.0,3.0,0.847,0.871,0.132,3.1666666666666665,68.65517241379311,0.8683491062039957,0.1316508937960042,0.4166666666666667,0.25
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.0,0.0,4.0,35.0,6.0,0.455,0.647,0.057,2.9166666666666665,52.875,0.9430085369443628,0.0569914630556373,0.1666666666666666,0.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,4.0,38.0,4.0,0.999,0.489,0.254,3.1666666666666665,45.0,0.7457490962645602,0.2542509037354398,0.3333333333333333,0.0833333333333333
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,4.0,36.0,6.0,0.5720000000000001,0.737,0.5479999999999999,3.0,44.54545454545455,0.4518728222996516,0.5481271777003485,0.1666666666666666,0.0833333333333333
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,4.0,32.0,6.0,0.613,0.537,0.0,2.6666666666666665,60.71428571428572,1.0,0.0,0.3333333333333333,0.25
3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,4.0,36.0,6.0,0.742,0.763,0.0,3.0,60.85074626865672,1.0,0.0,0.1666666666666666,0.1666666666666666
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,1.0,3.0,23.0,4.0,0.777,0.659,0.0,1.9166666666666667,54.98630136986301,1.0,0.0,0.0,0.25
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,1.0,17.0,4.0,0.621,0.69,0.118,1.4166666666666667,32.929577464788736,0.8821383366837913,0.1178616633162087,0.1666666666666666,0.25
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0,1.0,36.0,6.0,0.67,0.5329999999999999,0.5670000000000001,3.0,61.60869565217392,0.4332703213610586,0.5667296786389414,0.3333333333333333,0.25
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,1.0,3.0,35.0,4.0,0.57,0.738,0.102,2.9166666666666665,50.45205479452055,0.8977045908183633,0.1022954091816367,0.4166666666666667,0.0833333333333333
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1.0,28.0,4.0,0.989,0.805,0.022,2.333333333333333,40.94594594594594,0.9775756171051108,0.0224243828948893,0.25,0.0833333333333333
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1.0,3.0,31.0,4.0,0.7340000000000001,0.9,0.177,2.583333333333333,49.73684210526316,0.823477803123355,0.176522196876645,0.3333333333333333,0.1666666666666666
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,1.0,3.0,34.0,5.0,0.889,0.5,0.0,2.833333333333333,40.24,1.0,0.0,0.3333333333333333,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.0,1.0,0.0,56.0,4.0,1.035,0.591,0.643,4.666666666666667,46.42857142857143,0.3574085554866708,0.6425914445133292,0.1666666666666666,0.1666666666666666
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,1.0,2.0,36.0,6.0,0.55,0.561,0.278,3.0,49.09375,0.7224402425972173,0.2775597574027827,0.3333333333333333,0.25
4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,1.0,1.0,30.0,6.0,0.594,0.735,0.0579999999999999,2.5,47.05084745762712,0.9417661374435043,0.0582338625564955,0.4166666666666667,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,59.0,1.0,1.0,53.0,5.0,0.706,0.7170000000000001,0.716,4.416666666666667,50.75949367088607,0.2842153284671533,0.7157846715328468,0.3333333333333333,0.4166666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,0.0,3.0,29.0,3.0,1.487,1.139,0.2339999999999999,2.4166666666666665,47.74025974025974,0.7661697523443135,0.2338302476556864,0.1666666666666666,0.1666666666666666
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,1.0,3.0,30.0,4.0,0.632,0.419,0.0,2.5,52.79545454545455,1.0,0.0,0.25,0.1666666666666666
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,3.0,31.0,5.0,0.835,0.659,0.2,2.583333333333333,53.7945205479452,0.800464527027027,0.1995354729729729,0.3333333333333333,0.1666666666666666
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,1.0,1.0,49.0,5.0,0.62,0.568,0.162,4.083333333333333,45.78260869565217,0.838495575221239,0.161504424778761,0.3333333333333333,0.1666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,3.0,47.0,6.0,0.563,0.347,0.0,3.9166666666666665,35.59090909090909,1.0,0.0,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0,0.0,4.0,34.0,5.0,0.777,0.769,0.12,2.833333333333333,48.36231884057971,0.8804194709657224,0.1195805290342776,0.25,0.25
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,1.0,3.0,38.0,5.0,0.629,0.5,0.127,3.1666666666666665,54.583333333333336,0.8725177304964539,0.1274822695035461,0.25,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,2.0,35.0,6.0,0.636,0.519,0.777,2.9166666666666665,46.4390243902439,0.2231481481481481,0.7768518518518519,0.25,0.25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,4.0,1.177,0.8909999999999999,0.0,1.4166666666666667,37.86206896551724,1.0,0.0,0.25,0.0833333333333333
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,5.0,32.0,6.0,0.8,0.8440000000000001,0.095,2.6666666666666665,53.855421686746986,0.904917595249216,0.095082404750784,0.1666666666666666,0.0833333333333333
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.0,1.0,1.0,34.0,4.0,0.893,0.735,0.44,2.833333333333333,61.69491525423729,0.560213843556556,0.439786156443444,0.25,0.25
4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,3.0,42.0,3.0,0.735,0.721,0.102,3.5,53.35135135135136,0.898341822911022,0.101658177088978,0.3333333333333333,0.25
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,1.0,1.0,40.0,3.0,1.197,1.138,0.141,3.333333333333333,40.854838709677416,0.859478862004786,0.140521137995214,0.1666666666666666,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,21.0,5.0,1.369,0.613,0.0,1.75,61.18,1.0,0.0,0.1666666666666666,0.1666666666666666
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,1.0,1.0,40.0,6.0,0.846,0.659,0.703,3.333333333333333,54.98529411764706,0.2971108236308754,0.7028891763691246,0.1666666666666666,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.0,0.0,1.0,29.0,6.0,1.319,0.633,0.585,2.4166666666666665,65.40816326530613,0.4151359294636297,0.5848640705363704,0.4166666666666667,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,2.0,39.0,3.0,0.936,0.578,0.0,3.25,48.53521126760563,1.0,0.0,0.1666666666666666,0.25
3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.0,1.0,4.0,37.0,5.0,1.06,0.7390000000000001,0.0,3.083333333333333,35.6375,1.0,0.0,0.3333333333333333,0.1666666666666666
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,1.0,3.0,42.0,6.0,0.833,0.857,0.084,3.5,47.76923076923077,0.9164643030597376,0.0835356969402622,0.25,0.25
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,1.0,4.0,36.0,5.0,0.777,1.25,0.0,3.0,54.61111111111112,1.0,0.0,0.3333333333333333,0.25
4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,1.0,4.0,34.0,4.0,0.991,0.659,0.0,2.833333333333333,60.9264705882353,1.0,0.0,0.1666666666666666,0.0833333333333333
3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,1.0,2.0,22.0,4.0,0.603,0.8059999999999999,0.037,1.8333333333333333,42.44615384615385,0.9634082744234558,0.0365917255765442,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.0,1.0,1.0,28.0,3.0,0.58,0.731,0.537,2.333333333333333,44.66666666666666,0.4631646380525304,0.5368353619474696,0.3333333333333333,0.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62.0,1.0,0.0,48.0,4.0,0.425,0.5,0.0,4.0,52.07407407407408,1.0,0.0,0.1666666666666666,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,3.0,36.0,4.0,0.522,1.071,0.5720000000000001,3.0,50.27586206896552,0.4277935606060606,0.5722064393939394,0.1666666666666666,0.25
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,1.0,3.0,32.0,3.0,0.612,0.59,0.0,2.6666666666666665,43.37096774193548,1.0,0.0,0.3333333333333333,0.0833333333333333
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,1.0,22.0,6.0,1.193,0.941,0.181,1.8333333333333333,46.09090909090909,0.8188822783575539,0.1811177216424461,0.0,0.0833333333333333
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,2.0,25.0,4.0,1.224,0.857,0.0,2.083333333333333,65.35384615384615,1.0,0.0,0.1666666666666666,0.25
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,3.0,42.0,5.0,0.947,0.5710000000000001,0.144,3.5,61.87878787878788,0.8557403008709422,0.1442596991290578,0.1666666666666666,0.25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,36.0,6.0,0.763,0.5429999999999999,0.119,3.0,32.521126760563384,0.8806203756402959,0.119379624359704,0.25,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,56.0,0.0,2.0,52.0,3.0,0.451,0.5,0.599,4.333333333333333,44.40476190476191,0.4014839241549876,0.5985160758450123,0.0833333333333333,0.4166666666666667
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,1.0,36.0,4.0,0.711,0.6759999999999999,0.05,3.0,58.87096774193548,0.9501956487713256,0.0498043512286742,0.4166666666666667,0.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0.0,56.0,3.0,1.015,0.455,0.081,4.666666666666667,50.5,0.9190702409229724,0.0809297590770274,0.25,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,54.0,4.0,1.2990000000000002,0.857,0.0,4.5,63.30769230769231,1.0,0.0,0.1666666666666666,0.1666666666666666
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,1.0,1.0,26.0,3.0,0.622,0.638,0.065,2.1666666666666665,36.8051948051948,0.9353861901309336,0.0646138098690664,0.25,0.1666666666666666
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,1.0,3.0,30.0,4.0,0.747,0.727,0.165,2.5,49.3421052631579,0.8354066985645933,0.1645933014354067,0.25,0.1666666666666666
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,1.0,39.0,3.0,0.8009999999999999,0.7909999999999999,0.452,3.25,54.85714285714285,0.5482758620689655,0.4517241379310345,0.1666666666666666,0.25
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0,3.0,18.0,6.0,0.57,0.619,0.512,1.5,60.8235294117647,0.4881474978050922,0.5118525021949079,0.3333333333333333,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,45.0,4.0,0.8,0.5529999999999999,0.411,3.75,61.88135593220339,0.5893416927899686,0.4106583072100313,0.3333333333333333,0.1666666666666666
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,3.0,33.0,5.0,0.674,0.574,0.0,2.75,60.18918918918919,1.0,0.0,0.1666666666666666,0.1666666666666666
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,1.0,3.0,35.0,3.0,0.631,0.6809999999999999,0.0,2.9166666666666665,51.89873417721519,1.0,0.0,0.25,0.25
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0,2.0,28.0,4.0,0.363,0.256,0.637,2.333333333333333,40.10204081632653,0.3631606488749346,0.6368393511250654,0.1666666666666666,0.25
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,2.0,35.0,6.0,0.682,0.578,0.0,2.9166666666666665,50.6056338028169,1.0,0.0,0.1666666666666666,0.25
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,60.0,1.0,0.0,54.0,4.0,0.505,0.7,0.906,4.5,48.52941176470589,0.0935121420804639,0.906487857919536,0.0,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0,0.0,2.0,41.0,5.0,0.551,0.556,0.0,3.4166666666666665,43.76190476190476,1.0,0.0,0.3333333333333333,0.25
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,4.0,36.0,6.0,1.095,0.667,0.048,3.0,55.51428571428571,0.952304347826087,0.047695652173913,0.25,0.25
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1.0,2.0,25.0,5.0,0.579,0.619,0.0,2.083333333333333,42.38235294117647,1.0,0.0,0.1666666666666666,0.25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,3.0,36.0,3.0,0.7390000000000001,0.667,0.611,3.0,55.53333333333333,0.3894489247311828,0.6105510752688172,0.4166666666666667,0.25
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,1.0,3.0,36.0,3.0,0.852,0.5479999999999999,0.0,3.0,41.583333333333336,1.0,0.0,0.25,0.0833333333333333
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,1.0,1.0,53.0,5.0,0.425,0.6,0.0,4.416666666666667,38.475,1.0,0.0,0.4166666666666667,0.1666666666666666
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,36.0,3.0,0.562,0.76,0.0,3.0,41.54545454545455,1.0,0.0,0.3333333333333333,0.0833333333333333
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,1.0,2.0,36.0,4.0,0.875,0.8240000000000001,0.061,3.0,61.46774193548387,0.9394233222760908,0.0605766777239091,0.0833333333333333,0.1666666666666666
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,1.0,4.0,25.0,3.0,0.6709999999999999,0.73,0.133,2.083333333333333,63.609375,0.8674296975668916,0.1325703024331084,0.3333333333333333,0.1666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,3.0,36.0,3.0,0.789,0.821,0.184,3.0,58.225352112676056,0.8157380254154448,0.1842619745845552,0.25,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,1.0,1.0,13.0,3.0,0.65,0.607,0.754,1.0833333333333333,38.2,0.2458764863828155,0.7541235136171845,0.4166666666666667,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,0.0,2.0,37.0,4.0,0.433,0.407,0.0,3.083333333333333,58.18421052631579,1.0,0.0,0.25,0.1666666666666666
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,1.0,2.0,36.0,4.0,0.769,0.647,0.022,3.0,46.66666666666666,0.9775055076720904,0.0224944923279094,0.4166666666666667,0.1666666666666666
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,1.0,2.0,37.0,6.0,0.813,0.963,0.615,3.083333333333333,76.75471698113208,0.3851576994434137,0.6148423005565863,0.0833333333333333,0.0833333333333333
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,3.0,32.0,4.0,0.816,0.6970000000000001,0.072,2.6666666666666665,61.33928571428572,0.9282837967401726,0.0717162032598274,0.4166666666666667,0.1666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,1.0,4.0,30.0,6.0,1.122,1.609,0.5539999999999999,2.5,75.96666666666667,0.4455602536997886,0.5544397463002114,0.25,0.25
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,1.0,3.0,33.0,3.0,0.426,0.667,0.037,2.75,57.08,0.9633166372382976,0.0366833627617022,0.3333333333333333,0.25
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,1.0,5.0,38.0,6.0,0.723,0.868,0.019,3.1666666666666665,51.563380281690144,0.9809653494031754,0.0190346505968246,0.1666666666666666,0.1666666666666666
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.0,1.0,3.0,37.0,3.0,0.509,0.7709999999999999,0.102,3.083333333333333,49.5,0.89759967453214,0.10240032546786,0.4166666666666667,0.0833333333333333
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,1.0,2.0,38.0,3.0,0.519,0.846,0.0,3.1666666666666665,42.97916666666666,1.0,0.0,0.3333333333333333,0.1666666666666666
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,43.0,1.0,1.0,33.0,5.0,0.624,0.667,0.035,2.75,55.71666666666667,0.965272856130404,0.034727143869596,0.4166666666666667,0.0833333333333333
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,4.0,33.0,3.0,0.774,0.967,0.061,2.75,58.49152542372882,0.9386751202448622,0.0613248797551377,0.0833333333333333,0.1666666666666666
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.0,1.0,2.0,46.0,4.0,0.475,0.5,0.172,3.8333333333333335,43.18181818181818,0.8279442572183259,0.1720557427816741,0.0833333333333333,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,0.0,5.0,33.0,3.0,0.679,0.711,0.131,2.75,47.50769230769231,0.8694585059058137,0.1305414940941862,0.1666666666666666,0.0833333333333333
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,1.0,5.0,36.0,3.0,1.25,0.946,0.583,3.0,43.97222222222222,0.4165005978477481,0.5834994021522519,0.1666666666666666,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,2.0,36.0,3.0,1.071,0.903,0.0,3.0,53.13559322033898,1.0,0.0,0.25,0.0833333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,2.0,28.0,5.0,0.539,0.4679999999999999,0.075,2.333333333333333,49.869565217391305,0.9251283418894592,0.0748716581105407,0.1666666666666666,0.4166666666666667
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,1.0,13.0,4.0,0.843,0.763,0.092,1.0833333333333333,43.492537313432834,0.908246225319396,0.0917537746806039,0.1666666666666666,0.0833333333333333
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,1.0,4.0,36.0,5.0,1.053,1.036,0.16,3.0,58.26315789473684,0.8398200664971641,0.1601799335028359,0.3333333333333333,0.0833333333333333
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,1.0,3.0,34.0,6.0,0.63,0.481,0.151,2.833333333333333,59.525,0.8488796680497925,0.1511203319502074,0.3333333333333333,0.25
4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,1.0,2.0,22.0,5.0,0.735,0.586,0.0,1.8333333333333333,45.641304347826086,1.0,0.0,0.1666666666666666,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,3.0,31.0,6.0,0.6729999999999999,0.528,0.0,2.583333333333333,43.07407407407408,1.0,0.0,0.1666666666666666,0.1666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,0.0,2.0,40.0,4.0,0.912,1.0,0.855,3.333333333333333,52.66216216216216,0.1451670858785483,0.8548329141214517,0.25,0.25
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0,3.0,36.0,5.0,0.723,0.3229999999999999,0.0,3.0,42.48780487804878,1.0,0.0,0.25,0.1666666666666666
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,3.0,39.0,4.0,1.138,0.733,0.103,3.25,43.82051282051282,0.8969072164948454,0.1030927835051546,0.1666666666666666,0.25
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,4.0,26.0,4.0,0.579,0.514,0.35,2.1666666666666665,39.886792452830186,0.6496751624187906,0.3503248375812094,0.3333333333333333,0.1666666666666666
3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,1.0,0.0,53.0,6.0,0.7909999999999999,0.684,0.04,4.416666666666667,50.953125,0.959786765558002,0.0402132344419979,0.1666666666666666,0.25
3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,1.0,2.0,36.0,3.0,0.875,0.7829999999999999,0.166,3.0,43.6219512195122,0.8342622469932531,0.1657377530067468,0.3333333333333333,0.1666666666666666
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,2.0,34.0,3.0,0.708,0.879,0.38,2.833333333333333,52.32258064516129,0.6196951934349355,0.3803048065650645,0.0833333333333333,0.25
